NAME		EXTENTIONS	FORMAT				ACTUAL						DESCRIPTION						Columns		        Encodings
fsgnjx.d	RV32D,RV64D	fsgnjx.d rd, rs1, rs2		 						f[rd] = {f[rs1][63] ˆ f[rs2][63], f[rs1][62:0]}		{R}			{0010001 010 1010011}
fsgnjx.s	RV32F,RV64F	fsgnjx.s rd, rs1, rs2		 						f[rd] = {f[rs1][31] ˆ f[rs2][31], f[rs1][30:0]}		{R}			{0010000 010 1010011}
fsqrt.d		RV32D,RV64D	fsqrt.d rd, rs1, rs2		 						f[rd] = sqrt(f[rs1])					{R}			{0101101 00000 rs1 rm rd 1010011}
fsqrt.s		RV32F,RV64F	fsqrt.s rd, rs1, rs2		 						f[rd] = sqrt(f[rs1])					{R}			{0101100 00000 rs1 rm rd 1010011}
fsrm		RV32F,RV64F	fsrm rd, rs1			 						t = CSRs[frm]; CSRs[frm] = x[rs1]; x[rd] = t		{}			{}
fsub.d		RV32D,RV64D	fsub.d rd, rs1, rs2		 						f[rd] = f[rs1] - f[rs2]					{F-ARITH-R}		{0000101}
fsub.s		RV32F,RV64F	fsub.s rd, rs1, rs2		 						f[rd] = f[rs1] - f[rs2]					{F-ARITH-R}		{0000100}
fsw		RV32F,RV64F	fsw rs2, offset(rs1)		 						M[x[rs1] + sext(off)] = f[rs2][31:0]			{S}			{010 0100111}
j		RV32I,RV64I	j off				 						pc += sext(off)						{J}			{off[20] off[10:1] off[11] off[19:12] x0 1101111}
jal		RV32I,RV64I	jal rd, off			 						x[rd] = pc+4; pc += sext(off)				{J}			{1101111}
jalr		RV32I,RV64I	jalr rd, off(rs1)		 						t =pc+4; pc=(x[rs1]+sext(off))&∼1; x[rd]=t		{Off-I}			{000 1100111}
jr		RV32I,RV64I	jr rs1				 						pc = x[rs1]						{Off-I}			{0 rs1 000 x0 1100111}
la		RV32I,RV64I	la rd, symbol			 						x[rd] = &symbol						{}			{}
lb		RV32I,RV64I	lb rd, offset(rs1)		 						x[rd] = sext(M[x[rs1] + sext(offset)][7:0])		{I}			{000 0000011}
lbu		RV32I,RV64I	lbu rd, offset(rs1)		 						x[rd] = M[x[rs1] + sext(offset)][7:0]			{I}			{100 0000011}
ld		RV64I		ld rd, off(rs1)			 						x[rd] = M[x[rs1] + sext(off)][63:0]			{Off-I}			{011 0000011}
lh		RV32I,RV64I	lh rd, off(rs1)			 						x[rd] = sext(M[x[rs1] + sext(off)][15:0])		{Off-I}			{001 0000011}
lhu		RV32I,RV64I	lhu rd, off(rs1)		 						x[rd] = M[x[rs1] + sext(off)][15:0]			{Off-I}			{101 0000011}
li		RV32I,RV64I	li rd, imm			 						x[rd] = immediate					{}			{}
lla		RV32I,RV64I	lla rd, symbol			 						x[rd] = &symbol						{}			{}
lr.d		RV64A		lr.d rd, (rs1)			 						x[rd] = LoadReserved64(M[x[rs1]])			{AMO-R}			{00010 aq rl 00000 rs1 011 rd 0101111}
lr.w		RV32A,RV64A	lr.w rd, (rs1)			 						x[rd] = LoadReserved32(M[x[rs1]])			{AMO-R}			{00010 aq rl 00000 rs1 010 rd 0101111}
lui		RV32I,RV64I	lui rd,imm			 						x[rd] = sext(imm[31:12] << 12)				{U}			{0110111}
lw		RV32I,RV64I	lw rd, off(rs1)			 						x[rd] = sext(M[x[rs1] + sext(off)][31:0])		{Off-I}			{010 0000011}
lwu		RV64I		lwu rd, off(rs1)		 						x[rd] = M[x[rs1] + sext(off)][31:0]			{Off-I}			{110 0000011}
mret		RV32I,RV64I	mret				 						ExceptionReturn(Machine)				{R}			{0011000 00010 00000 000 00000 1110011}
mul		RV32M,RV64M	mul rd, rs1, rs2		 						x[rd] = x[rs1] * x[rs2]					{R}			{0000001 000 0110011}
mulh		RV32M,RV64M	mulh rd, rs1, rs2		 						x[rd] = (x[rs1] s*s x[rs2]) >>s XLEN			{R}			{0000001 001 0110011}
mulhsu		RV32M,RV64M	mulhsu rd, rs1, rs2		 						x[rd] = (x[rs1] s*u x[rs2]) >>s XLEN			{R}			{0000001 010 0110011}
mulhu		RV32M,RV64M	mulhu rd, rs1, rs2		 						x[rd] = (x[rs1] u*u x[rs2]) >>u XLEN			{R}			{0000001 011 0110011}
mulw		RV32M,RV64M	mulw rd, rs1, rs2		 						x[rd] = sext((x[rs1] * x[rs2])[31:0])			{R}			{0000001 000 0111011}
mv		RV32I,RV64I	mv rd, rs1			 						x[rd] = x[rs1]						{I}			{0 rs1 000 rd 0010011}
neg		RV32I,RV64I	neg rd, rs2			 						x[rd] = -x[rs2]						{R}			{0100000 rs2 x0 000 rd 0110011}
negw		RV64I		negw rd, rs2			 						x[rd] = sext((-x[rs2])[31:0])				{R}			{0100000 rs2 x0 000 rd 0111011}
nop		RV32I,RV64I	nop				 						Nothing							{I}			{000000000000 00000 000 00000 0010011}
not		RV32I,RV64I	not rd, rs1			 						x[rd] = ~x[rs1]						{I}			{-1 rs1 100 rd 0010011}
or		RV32I,RV64I	or rd, rs1, rs2			 						x[rd] = x[rs1] | x[rs2]					{R}			{0000000 110 0110011}
ori		RV32I,RV64I	ori rd, rs1, imm		 						x[rd] = x[rs1] | sext(imm)				{I}			{110 0010011}
rdcycle		RV32I,RV64I	rdcycle rd			 						x[rd] = CSRs[cycle]					{CSR-I}			{cycle x0 010 rd 1110011}
rdcycleh	RV32I,RV64I	rdcycleh rd			 						x[rd] = CSRs[cycleh]					{CSR-I}			{cycleh x0 010 rd 1110011}
rdinstret	RV32I,RV64I	rdinstret rd			 						x[rd] = CSRs[instret]					{CSR-I}			{instret x0 010 rd 1110011}
rdinstreth	RV32I,RV64I	rdinstreth rd			 						x[rd] = CSRs[instreth]					{CSR-I}			{instret x0 010 rd 1110011}
rdtime		RV32I,RV64I	rdtime rd			 						x[rd] = CSRs[time]					{CSR-I}			{time x0 010 rd 1110011}
rdtimeh		RV32I,RV64I	rdtimeh rd			 						x[rd] = CSRs[timeh]					{CSR-I}			{timeh x0 010 rd 1110011}
rem		RV32M,RV64M	rem rd, rs1, rs2		 						x[rd] = x[rs1] %s x[rs2]				{R}			{0000001 110 0110011}
remu		RV32M,RV64M	remu rd, rs1, rs2		 						x[rd] = x[rs1] %u x[rs2]				{R}			{0000001 111 0110011}
remuw		RV64M		remuw rd, rs1, rs2		 						x[rd] = sext(x[rs1][31:0] %u x[rs2][31:0])		{R}			{0000001 111 0111011}
remw		RV64M		remw rd, rs1, rs2		 						x[rd] = sext(x[rs1][31:0] %s x[rs2][31:0])		{R}			{0000001 110 0111011}
ret		RV32I,RV64I	ret				 						pc = x[1]						{I}			{0 x1 000 x0 1100111}
sb		RV32I,RV64I	sb rs2, offset(rs1)		 						M[x[rs1] + sext(offset)] = x[rs2][7:0]			{S}			{000 0100011}
sc.d		RV32A,RV64A	sc.d rd, rs2, (rs1)		 						x[rd] = StoreConditional64(M[x[rs1]], x[rs2])		{AMO-R}			{00011 011}
sc.w		RV32A,RV64A	sc.w rd, rs2, (rs1)		 						x[rd] = StoreConditional32(M[x[rs1]], x[rs2])		{AMO-R}			{00011 010}
sd		RV64I		sd rs2, offset(rs1)		 						M[x[rs1] + sext(off)] = x[rs2][63:0]			{S}			{011 0100011}
seqz		RV32I,RV64I	seqz rd, rs1			 						x[rd] = (x[rs1] == 0)					{I}			{1 rs1 011 rd 0010011}
sext.w		RV64I		sext.w rd, rs1			 						x[rd] = sext(x[rs1][31:0])				{I}			{0 rs1 000 rd 0011011}
sfence.vma	RV32I,RV64I	sfence.vma rs1, rs2		 						Fence(Store, AddressTranslation)			{R}			{0001001 rs2 rs1 000 00000 1110011}
sgtz		RV32I,RV64I	sgtz rs, rs2			 						x[rd] = (x[rs2] >s 0)					{R}			{000000 rs2 x0 010 rd 0110011}
sh		RV32I,RV64I	sh rs2, off(rs1)		 						M[x[rs1] + sext(off)] = x[rs2][15:0]			{S}			{001 0100011}
sh1add		Zba		sh1add rd, rs1, rs2		 						X(rd) = X(rs2) + (X(rs1) << 1)				{R}			{0010000 010 0110011}
sll		RV32I,RV64I	sll rd, rs1, rs2		 						x[rd] = x[rs1] << x[rs2]				{R}			{0000000 001 0110011}
slli		RV32I,RV64I	slli rd, rs1, shamt		 						x[rd] = x[rs1] << shamt					{Shift-I}		{000000 001 0010011}
slliw		RV32I,RV64I	slliw rd, rs1, shamt		 						x[rd] = sext(x[rs1] << shamt)[31:0]			{Shift-I}		{000000 001 0011011}
sllw		RV64I		sllw rd, rs1, rs2		 						x[rd] = sext((x[rs1] << x[rs2][4:0])[31:0])		{R}			{000000 001 0111011}
slt		RV32I,RV64I	slt rd, rs1, rs2		 						x[rd] = x[rs1] <s x[rs2]				{R}			{000000 010 0110011}
slti		RV32I,RV64I	slti rd, rs1, imm		 						x[rd] = x[rs1] <s sext(imm)				{I}			{010 0010011}
sltiu		RV32I,RV64I	sltiu rd, rs1, imm		 						x[rd] = x[rs1] <u sext(imm)				{I}			{011 0010011}
sltu		RV32I,RV64I	sltu rd, rs1, rs2		 						x[rd] = x[rs1] <u x[rs2]				{R}			{000000 011 0110011}
sltz		RV32I,RV64I	sltz rd, rs1, rs2		 						x[rd] = (x[rs1] <s 0)					{R}			{000000 x0 rs1 010 rd 0110011}
snez		RV32I,RV64I	snez rd, rs2			 						x[rd] = (x[rs2] != 0)					{R}			{000000 rs2 x0 011 rd 0110011}
sra		RV32I,RV64I	sra rd, rs1, rs2		 						x[rd] = x[rs1] >>s x[rs2]				{R}			{0100000 101 0110011}
srai		RV32I,RV64I	srai rd, rs1, shamt		 						x[rd] = x[rs1] >>s shamt				{Shift-I}		{010000 101 0010011}
sraiw		RV64I		sraiw rd, rs1, shamt		 						x[rd] = sext(x[rs1][31:0] >>s shamt)			{Shift-I}		{010000 101 0011011}
sraw		RV64I		sraw rd, rs1, rs2		 						x[rd] = sext(x[rs1][31:0] >>s x[rs2][4:0])		{R}			{0100000 101 0111011}
sret		RV32I,RV64I	sret				 						ExceptionReturn(Supervisor)				{R}			{0001000 00010 00000 000 00000 1110011}
srl		RV32I,RV64I	srl rd, rs1, rs2		 						x[rd] = x[rs1] >>u x[rs2]				{R}			{0000000 101 0110011}
srli		RV32I,RV64I	srli rd, rs1, shamt		 						x[rd] = x[rs1] >>u shamt				{Shift-I}		{000000 101 0010011}
srliw		RV64I		srliw rd, rs1, shamt		 						x[rd] = sext(x[rs1][31:0] >>u shamt)			{Shift-I}		{000000 101 0011011}
srlw		RV64I		srlw rd, rs1, rs2		 						x[rd] = sext(x[rs1][31:0] >>u x[rs2][4:0])		{R}			{0000000 101 0111011}
sub		RV32I,RV64I	sub rd, rs1, rs2		 						x[rd] = x[rs1] - x[rs2]					{R}			{0100000 000 0110011}
subw		RV64I		subw rd, rs1, rs2		 						x[rd] = sext(x[rs1] - x[rs2])[31:0]			{R}			{0100000 000 0111011}
sw		RV32I,RV64I	sw rs2, offset(rs1)		 						M[x[rs1] + sext(off)] = x[rs2][31:0]			{S}			{010 0100011}
tail		RV32I,RV64I	tail symbol			 						pc = &symbol; clobber x[6]				{}			{}
wfi		RV32I,RV64I	wfi				 						while (noInterruptsPending) idle			{R}			{0001000 00101 00000 000 00000 1110011}
xor		RV32I,RV64I	xor rd, rs1, rs2		 						x[rd] = x[rs1] ˆ x[rs2]					{R}			{0000000 100 0110011}
xori		RV32I,RV64I	xori rd, rs1, imm		 						x[rd] = x[rs1] ˆ sext(imm)				{I}			{100 0010011}
